seller_id,seller_zip_code_prefix,seller_city,seller_state,seller_name
c0f783394e37cd9c9d7f5f81141450fa,13416,piracicaba,SP,Yago da Luz
c353f8fc0ce8344999f17d578eb69a5e,90850,porto alegre,RS,Larissa Pinto
8444e55c1f13cd5c179851e5ca5ebd00,37584,congonhal,MG,Otto Câmara
28a26ebce31d5918b181ede016fd693b,31950,belo horizonte,MG,Ravy Gonçalves
41ab63a91b8b264e8c8780368bf1dd5b,31555,belo horizonte,MG,Stephany Duarte
8759e7aedd644f487315e5860962f162,9251,santo andre,SP,Heitor Martins
e546117ed9cafbc40239c0c78635c584,4705,sao paulo,SP,Kamilly Sá
d71d863e5ef30d94e440c11be17dcd8f,6144,osasco,SP,Ana Lívia Novais
0c7533c71df861ec58ad7ff999ed0e8d,13270,valinhos,SP,Yuri Barbosa
ef990a83bbea832f36ebe81376335aa8,89214,joinville,SC,Laura Araújo
41e0fa5761c886a630994a55c12087e7,11446,guaruja,SP,Alana Mendonça
0747d5bb69f0586cc869d8af4c50f93e,28990,saquarema,RJ,Ana Vitória Nogueira
7d294cf9a6a69dc6a0c3e540fff0e039,88390,barra velha,SC,Erick da Conceição
c89cf7c468a48af70aada384e722f9e2,25730,petropolis,RJ,Gustavo Cardoso
b7ba853e9551f4558440881fd3e5c815,95500,santo antonio da patrulha,RS,Yago Andrade
13c2ed7698b3ca92dad49e849219da59,84010,ponta grossa,PR,Bianca Duarte
cbbd5ae8f53de5f5097cd8217b529e24,6544,santana de parnaiba,SP,José Porto
02ecc2a19303f05e59ce133fd923fff7,9121,santo andre,SP,Diogo Gonçalves
c013e57c075a06e5b5c48ee03c525719,13568,sao carlos,SP,Vicente Moura
55f7a3319d80f7fdf078b8f03e6725fe,6056,osasco,SP,Diogo Fogaça
2d50d6282f8aa2257819a77bfaa0efe0,14940,ibitinga,SP,Daniel Sampaio
b7e1750c1157341d2abd0251e07c186b,5741,sao paulo,SP,Levi Andrade
b90e891671cffd9557f33a97dc523645,83010,sao jose dos pinhais,PR,Maria Luísa das Neves
a416b6a846a11724393025641d4edd5e,3702,sao paulo,SP,Vitor Casa Grande
7e93a43ef30c4f03f38b393420bc753a,6429,barueri,SP,Antony Câmara
5206cc4bc2297c833e6061c49bf9c43f,6192,osasco,SP,Catarina Ferreira
f410c8873029fcc3809b9df6d0b28914,95076,caxias do sul,SP,Miguel Vieira
ef506c96320abeedfb894c34db06f478,3569,sao paulo,SP,Luiz Miguel Siqueira
a13aaf2d2886ab9fb30fb9a920160b8f,89207,joinville,SC,Leonardo Silveira
7299e27ed73d2ad986de7f7c77d919fa,38440,araguari,MG,Vicente Rocha
8a9260f2b0340411d6d2a56bcf4f7378,32180,contagem,MG,Daniel Correia
dedcab67899479e4ea5dcc4eba47f587,89258,jaragua do sul,SC,Liz Montenegro
b2479f944e1b90cf8a5de1bbfde284d6,14940,ibitinga,SP,Gustavo Henrique Nascimento
7722b1df1b0e383e000397b2c11e3e19,9715,sao bernardo do campo,SP,Rhavi Dias
731ef20c231d9a7103a425e83fd91271,88501,lages - sc,SC,Emanuel Freitas
78813699ffac347fe27dba345a5f1551,95711,bento goncalves,RS,Bento Nogueira
3296662b1331dea51e744505065ae889,15805,catanduva,SP,Rael Guerra
411f3b52d857390502ee4e4d5ceabc2d,9400,ribeirao pires,SP,Cecilia Fogaça
bba3293d6f5d5af2f415e004e8b93ae3,4726,sao paulo,SP,Marcelo Camargo
4e7c18b98d84e05cbae3ff0ff03846c2,14882,jaboticabal,SP,Gabrielly Moraes
b56906f7fd1696e043f1bcce164c487b,19830,echapora,SP,Danilo Borges
d650b663c3b5f6fb392b6326366efa9a,6713,cotia,SP,Emanuella Viana
669ae81880e08f269a64487cfb287169,89160,rio do sul,SC,Leonardo Almeida
c2d70ce2c5d0a2eb75e78668236e6dc8,4275,sao paulo,SP,Emanuella Pinto
674207551483fec113276b67b0d871ff,18040,sorocaba,SP,Bella Cunha
abe42c5d03695b4257b5c6cbf4e6784e,21235,rio de janeiro,RJ,Raquel Lima
1996942dc085d7773ba77a529b163cd0,14850,pradopolis,SP,Rafael Rodrigues
79b93a308a97792cf53ac75f46da00b5,22420,rio de janeiro,RJ,Lorena da Mota
7cf4ea70955b00d6b3c22542598e2715,1125,sao paulo,SP,Lunna Alves
63ffcb71394dd8ea3872ed9ffda17c74,24813,itaborai,RJ,Manuella Camargo
83353a83fd769dfafa4f21a72b15e3e5,5786,sao paulo,SP,Sara da Luz
cda598c48d7c614bc1cad7d8ff6f0010,15137,mirassol,SP,Bruno Borges
d4910f1cdcfdabd48d6b316e395d4a23,9190,santo andre,SP,José Pedro Cassiano
709e16e2b25c7474d980076c6bfc4806,16200,birigui,SP,José Caldeira
9dc79dd988ac42f4d56c340d7048420a,3569,sao paulo,SP,Zoe Camargo
276677b5d08786d5dce7c2149dcce48b,31730,belo horizonte,MG,Luan Vargas
9c4d31c7e46ab03a43fc06e3142afd4e,20785,rio de janeiro,RJ,Thomas Sá
512d298ac2a96d1931b6bd30aa21f61d,20060,rio de janeiro,RJ,Gabrielly Freitas
422be4cc81a457fdb46f47edeb968ae5,14940,ibitinga,SP,Theo Câmara
99cd94252748d2bdde08e17858233602,12401,sao paulo,SP,Benjamim Pastor
698624c6632eeba1774924dbea24c700,1425,sao paulo,SP,Rafael da Rocha
8bb48dc19fccaa8613b6229bf7f452a2,19803,assis,SP,Matheus Martins
ad87df7699e83b8a91822a4a0b765c3a,13820,jaguariuna,SP,Ana Laura Vargas
d6b664fa0667064c6d76394e7848d790,14801,araraquara,SP,Isaque Albuquerque
98f52e1020fe788c10c0418de4393fec,27963,macae,RJ,Juan Cavalcante
62760d278921b5f352461620d68a9cee,13320,salto,SP,Hadassa da Paz
eb72802c83dc7547529c9546d1a9b8ef,13504,rio claro,SP,Gabriela Fonseca
3f9be91358837bff69df67edfa3e42e8,86039,londrina,PR,Alexandre Rios
1d4587203296c8f4ad134dc286fa6db0,5101,sao paulo,SP,Paulo Nascimento
791cfcfe22fe4a771ece27f90017da92,14010,ribeirao preto,SP,Brenda Garcia
392f7f2c797e4dc077e4311bde2ab8ce,21210,rio de janeiro,RN,Lucca Sampaio
0c8380b62e38e8a1e6adbeba7eb9688c,37410,tres coracoes,MG,Gael Gomes
37be5a7c751166fbc5f8ccba4119e043,4248,sao paulo,SP,Felipe Rodrigues
87d73636a3acf123e842bb890a4db036,15190,nhandeara,SP,Vinícius Costela
3d3ccf2b2f8134b10dce9dd446f0e075,14940,ibitinga,SP,Pedro Henrique Cavalcante
e24d3429d294b2eb200b064ebb035879,3514,sao paulo,SP,João Pedro Costa
44073f8b7e41514de3b7815dd0237f4f,71070,brasilia,DF,Ana Sophia da Mota
05ca864204d09595ae591b93ea9cf93d,6465,barueri,SP,Augusto Barbosa
9d39404483343dd55c7ae254494d8388,1044,sao paulo,SP,Henry Gabriel Campos
f9eda05b67bef472deaddbba84aca289,88870,orleans,SC,Clara Ramos
75745ef7bc7d4f3ea3380f6f5303f514,70384,brasilia,DF,Gabriela da Conceição
0692610d8abe24f287e9fae90ea0bbee,2310,sao paulo,SP,Luiz Felipe da Mota
7b07b3c7487f0ea825fc6df75abd658b,2016,sao paulo,SP,Maria Vitória Rezende
99002261c568a84cce14d43fcffb43ea,78095,cuiaba,MT,Alexia Moura
e5899683388855d3dabe8913bbe365de,13575,sao carlos,SP,José Pedro Aparecida
784ba75dd9d20200c4caed3d7a77141a,1040,sao paulo,SP,Maria Fernanda Andrade
099095b050cfe8eb1ddff5317587e96e,3322,sao paulo,SP,Rael da Mota
0ad80de75c811326389cfb1daba7d45e,20261,rio de janeiro,RJ,Paulo Gomes
b9a03475e6447e631b6799ec8274800f,85830,formosa do oeste,PR,Eloah Pereira
ba6b4a237f92479743cf0ca06b67a9ac,23550,rio de janeiro,RJ,Manuella Borges
ea00f977a203ff88adf7057cb7806998,11085,santos,SP,Hellena Albuquerque
82e0a475a88cc9595229d8029273f045,3417,sao paulo,SP,Camila da Paz
ad75519a07f039025e83795a4418470f,76500,santa terezinha de goias,GO,Enzo Novais
34aefe746cd81b7f3b23253ea28bef39,81210,curitiba,PR,Matteo Peixoto
ed4acab38528488b65a9a9c603ff024a,8260,sao paulo,SP,Fernando Alves
f0837c8d71434931d9e38e7b79234797,95995,arvorezinha,RS,Cauê Sá
fce62094ffe6a4009188ec44e681dfdd,4674,sao paulo,SP,Joaquim Pires
ebef8d8c92b4fd3226e5d407bbff21ac,14020,ribeirao preto,SP,João Lucas Rodrigues
d73cbd89533ce8b041a9190241453ac8,36525,guiricema,MG,Luna Peixoto
75a4764c108403a7a0575140cb22287c,95072,caxias do sul,RS,Esther Duarte
70c0fda4c313d87115644d39e62eec60,55004,caruaru,PE,Maria Sophia Abreu
ffcfefa19b08742c5d315f2791395ee5,80045,curitiba,PR,Isabela Monteiro
26e13b6ff5b641b329e5524241ee2c93,14401,franca,SP,Zoe Martins
0ade5cc4a305ed7093a23f68ca47519c,81030,curitiba,PR,Ravy Pastor
fc59392d66ef99377e50356ee4f3b4e1,40243,salvador,BA,Nina Almeida
b18dc380845b24038cfc48006478f099,9951,diadema,SP,Ana Cecília Monteiro
f22a247b79dd22ecd91dc8e3b2a1b07c,8573,itaquaquecetuba,SP,Sabrina Aragão
889009a0ed0bb52c87819941192931b8,18682,lencois paulista,SP,Otto Rezende
ffc470761de7d0232558ba5e786e57b7,7091,guarulhos,SP,Liam Rios
4c498c7345e89aebad651544829beca0,6341,carapicuiba,SP,Maysa Ribeiro
01bcc9d254a0143f0ce9791b960b2a47,76400,uruacu,GO,Emilly da Costa
f021c962aaba8ef6eb527a9c2c8394d1,88301,itajai,SC,Matteo Costela
024b564ae893ce8e9bfa02c10a401ece,3280,sao paulo,SP,Pedro Lucas Sales
a513150f33f99a06569e9cd5c4bb889b,1545,sao paulo,SP,Emanuella Mendonça
c1dde11f12d05c478f5de2d7319ad3b2,1026,sao paulo,SP,Nicolas Leão
02f5837340d7eb4f653d676c7256523a,80620,curitiba,PR,Brenda Andrade
7b98de631987e26dd6d803490c43a13c,87900,loanda,PR,Benicio da Conceição
f12ff17ad8bbf01ec5c33b17e506649b,3186,sao paulo,SP,Pietro Correia
a64e44665225d19dfc0277eeeaaccc57,19400,sao paulo,SP,Diogo da Mota
6a8a889bde935bafa76d7848782dfaf9,2839,sao paulo,SP,Sara Azevedo
42b6488f5b8246d9141712abd4b1b693,87014,maringa,PR,Gabriela Moreira
d6cd01c59123df02fc226eadbadb5f89,1207,sao paulo,SP,Isabela Gonçalves
c8e135e7b21ecbc36c1153a29d2f5a06,1411,sao paulo,SP,Rafael Sousa
229c3efbfb0ea2058de4ccdfbc3d784a,30190,belo horizonte,MG,Bella Abreu
f9a02f1922d1de564392e656d82b3fda,8502,ferraz de vasconcelos,SP,Ravy Martins
9523fb39dd240aa958e040f8183d64f3,1541,sao paulo,SP,Raquel Fernandes
95ec4458365c4d11f452ccf538377619,13481,limeira,SP,Maria Júlia Cassiano
6ec1a01e866584bb679eb9b098345919,11040,santos,SP,Mariah Mendonça
f6122bc84774df1b372bdb3bb88ddb9f,6436,barueri,SP,Rafaela Cassiano
fa40cc5b934574b62717c68f3d678b6d,2310,sao paulo,SP,Mateus Ramos
623ad9d0c1e14bb5464a8c72bff7b4af,35530,claudio,MG,Manuela Porto
c0098efcf800861dcae589affca31408,14080,ribeirao preto,SP,Maria Flor Câmara
a63bfbaa882c8f4542891b4e2246cc7f,24355,niteroi,RJ,Sarah Machado
48b6c3f4c6a93171da04b75313f2130f,17700,osvaldo cruz,SP,Maria Clara Borges
270d3ef21830ad0ecf3a6c53d08a533a,6380,carapicuiba,SP,Luiz Otávio Abreu
89c127985a8b130cfa45c1d36764017a,6016,osasco,SP,Guilherme Andrade
8b2492b7ff4468839593fafeed55bad9,24451,sao goncalo,RJ,Carlos Eduardo Campos
1e9d5a33694bddb76316fd1f54734d20,78820,jaciara,MT,Maria Flor Novais
5e49e3a44bdeb5aab2684258bbd4f525,88330,balenario camboriu,SC,Ísis Dias
8e34331b7eedd03be4e5d965c1956225,4009,sao paulo,SP,Aurora Pires
aaed1309374718fdd995ee4c58c9dfcd,89120,timbo,SC,Kaique Freitas
11d4c477d09821164bca4f70a2eae031,14075,ribeirao preto,SP,Maria Cecília Alves
ff314fa6033cc68ec451c47aee2d6ba4,5424,sao paulo,SP,Sofia da Paz
d1c7fa84e48cfa21a0e595167c1c500e,99730,jacutinga,RS,João Pedro Cunha
c7246702dc991a06d788120dc7544391,60440,fortaleza,CE,Henrique Rezende
e819bcfade7b5d88a27325eb6cfd62c5,7242,guarulhos,SP,Sophie Marques
6d2f2e3b539480db1e0842b3a4e32e6e,7051,guarulhos,SP,José Ribeiro
e88165a185134e13fdfc85d4fa654db8,8517,ferraz de  vasconcelos,SP,Antony Vargas
9e6229250fedbe05838fef417b74e7fb,16800,mirandopolis,SP,Sophia Silveira
5abb8ea023c77787f2c15da891c8d384,89228,joinville,SC,Théo Casa Grande
1d953075c2f0dd990bacf27b83b330f1,30421,belo horizonte,MG,Ian Rezende
817245bcc3badd82bbd222e0366951a6,17056,bauru,SP,Marina Almeida
caa9bc43a9fe8cf9c564ddd8a03cc4a6,12308,jacarei,SP,Maria Luísa da Paz
615005a3ef192c00c6f0e977cee3d2bc,13304,itu,SP,Bernardo Nogueira
1284de4ae8aa26997e748c851557cf0e,85301,laranjeiras do sul,SP,Rebeca Silveira
5fd924b4836098a5be0ecf81ba054ce0,3554,sao paulo,SP,Luiz Felipe Peixoto
7178f9f4dd81dcef02f62acdf8151e01,89560,videira,SC,Francisco Nascimento
8132b9bd16876e1b0f8808d43825dd48,88058,florianopolis,SC,Oliver da Cunha
3f995f07c49d0d55a99d5c54957f7d81,6853,itapecerica da serra,SP,Antony Cardoso
a6bd7d1ccdac48c6b33b28596b7eb122,58280,mamanguape,PB,João Vitor Novais
6650fcccd8cd2f7e55ffa524f30c4c59,8490,sao paulo,SP,Renan Melo
3db66a856d18a9cba7c9241fc5221c50,35430,ponte nova,MG,Maria Isis Moreira
8b181ee5518df84f18f4e1a43fe07923,87360,goioere,SP,Asafe Ramos
10ff823eda2b032e2c93d17a7d294736,17280,pederneiras,SP,Caleb Novais
b4a476fbd28de64b1e347abf9089366a,6653,itapevi,SP,Gabriel Pastor
39c763cca83e654764b7a4a650fb9b7c,74563,goiania,GO,Pedro Miguel Casa Grande
dadc51ef321949ec9a3ab25cd902e23d,4821,sao paulo,SP,Manuela Azevedo
83b08de96980757220871b31bf6cffca,21820,rio de janeiro,RJ,Arthur Miguel Gomes
14a08204d03bb6b6bde8029f801ae0eb,1026,sao paulo,SP,Lavínia Freitas
bee36b4f9a2b9fdcaff6ec05df202ed0,3308,sao paulo,SP,Brenda Pereira
28872dc528e978a639754bc8c2ce5a4c,95070,caxias do sul,RS,Ian da Cunha
c85d7b477a709c85a1e8b8f25aa1b270,9640,sao bernardo do campo,SP,Alana Campos
739c7d7be81f63812dea0d1b1451c651,58400,campina grande,PB,Nathan Oliveira
657969cca82e884d272385ec0ef06edd,93608,estancia velha,RS,Davi Miguel Gomes
455befea1bb853c75ccbca94cff26e5c,27525,resende,RJ,Pedro Miguel Lopes
800214c63934acd05d47e84214db8ba8,89251,jaragua do sul,SC,Gael Henrique Farias
5cf1ec37aea089f45110c70653a166ab,2215,sao paulo,SP,Henry Gabriel Cunha
0a82f5fb06a4fe4ac2cf7cb412ec71b8,5524,sao paulo,SP,Bernardo Camargo
e45edf75f568ed2f93f78d060e246e25,22790,rio de janeiro,RJ,Anthony Freitas
3d621842b2ed28e2b474132480edac3c,8041,sao paulo,SP,Davi Lucca Viana
baf15155e37ef5492731459bdc05be8a,5715,sao paulo,SP,Valentim Siqueira
c0aff2da32c17759d30b22fb0af6649d,88032,florianopolis,SC,Luara Montenegro
a17f621c590ea0fab3d5d883e1630ec6,18055,sorocaba,SP,Rafael Novais
4deebb3199eeafb282ae33229144f94b,2112,sao paulo,SP,Maria Alice Viana
9d69ba0a7a626a64dc5db08e529559cf,14075,ribeirao preto,SP,Théo Montenegro
f92d8c817434bd2d84d4e9c61322b7fa,18048,sorocaba,SP,Benicio Jesus
8ca5b19e0263150d2c57afdde2b3d011,9336,maua,SP,Elisa Barbosa
eec3469d83e142f9a104886655338c37,17030,bauru,SP,João Lucas Pastor
55bb6fe5bebe5012e2d7d9928e1128ff,17052,bauru,SP,João Vitor Moreira
d180e07dc1e58c31c3f0cd599dc4d945,30620,belo horizonte,MG,Ana Clara Martins
d6b1ce66b035a475f00c017792ff9769,13327,salto,SP,Liz Borges
3aa3c89ae3cd482385568be76120f63c,74343,goiania,GO,Ísis Rios
fe4cd9461203cee790d36792420b310f,35300,caratinga,MG,José Miguel Nunes
c3aad7dc65449ae90a5e9c3c6c1e78e0,15350,auriflama/sp,SP,Murilo Camargo
f5fea3ffed6c2e889bab72705557c63a,21240,rio de janeiro,RJ,João Felipe Vieira
ececbfcff9804a2d6b40f589df8eef2b,14407,franca,SP,Eloá Cardoso
a254c682cc01e119f83530446f1df9a9,16500,cafelandia,SP,Valentina das Neves
830379336fad8c6f3b15a4a3ddb5c66e,2518,sao paulo,SP,Joana Melo
7d13fca15225358621be4086e1eb0964,14050,ribeirao preto,SP,Juan Silveira
1b4c3a6f53068f0b6944d2d005c9fc89,88730,sao ludgero,SC,Davi Luiz Oliveira
b92e3c8f9738272ff7c59e111e108d7c,36502,uba,MG,Bruno Garcia
b8555308bfdb4ca1ed54325a58da9a97,9751,sao bernardo do campo,SP,Felipe da Conceição
71593c7413973a1e160057b80d4958f6,3407,sao paulo / sao paulo,SP,Vitor Hugo Oliveira
1dc2de47ee26a0a5b12dc14fd6dc0dea,14940,ibitinga,SP,Mariah Farias
6c6e3d67f969468f3bfd33f827a31222,87035,maringa,PR,Ana Vitória Pimenta
66d5ae34537110d3affc56174dad2b2f,15062,sao jose do rio preto,SP,Antônio Machado
781a66c0d89e30814d49fe8b5e14cd07,13064,campinas,SP,Nicole Garcia
a4bd6e9adf39b63f43dc545d3ca1f53d,21020,rio de janeiro,RJ,Igor Martins
f88adb15807168d3c43d71021090ce4a,13660,porto ferreira,SP,Ravi Lucca Moraes
fa8d335d68129e464e60c1826a683e96,95660,tres coroas,RS,Henrique Sá
f12d3c2a14729ae461b920c11fe20fdc,9080,santo andre,SP,Bryan da Mata
4917cee8d902e13428c3ec4b1ca6f315,89031,blumenau,SC,Maitê Rezende
741f8c587cb4248ebc5b779a0e8e0e51,9110,santo andre,SP,Olívia Duarte
4bcec44888b30ba9001234c534716d3f,9230,santo andre,SP,Enrico Novais
a663d9c3797e90eac99ff60939416a56,3951,sao paulo,SP,Mariane Rios
dff87e4de60c9736ce8df835951b09bc,3172,sao paulo,SP,Luan Monteiro
ac1ed5fc15901fbc92920361eb4ab350,3334,sao paulo,SP,Apollo Martins
f9903dd0f812c7e771fcad47b6fff231,89070,blumenau,SC,Renan Ramos
ac9b01377919cdbd2a1bbb8d5837c70b,8773,mogi das cruzes,SP,João Lucas Costa
5011f0d93373a4c5753adf58ca77af8d,11013,santos,SP,Maria Eduarda Santos
a4e634166243bbb3a13fa584463fa468,6286,osasco,SP,Ana Lívia Aragão
50bf89f1349bc0409a268c3a49678009,15155,jaci,SP,Mariane Rezende
50c9975695009e5e6473912e83a6d1da,35530,claudio,MG,Alice Costa
42d4b7e70819438f5ada61c965e92d7e,74045,goiania,GO,Valentim Leão
7aa4334be125fcdd2ba64b3180029f14,18500,laranjal paulista,SP,Maria Liz Mendes
b14db04aa7881970e83ffa9426897925,18048,sorocaba,SP,José Miguel Lima
fac1a9017ade7bdc94058fc1c969f355,1126,sao paulo,SP,Isaac Correia
31ae0774c17fabd06ff707cc5bde005f,13478,americana,SP,Heloísa Leão
f0ec6a2adb05c62655a26dd347b8dede,1303,sao paulo,SP,Rafaela Fonseca
cc1f04647be106ba74e62b21f358af25,2739,sao paulo,SP,Maysa Nogueira
1099a00e0ee3a50935e6c2447ca090c5,20921,rio de janeiro,RJ,Maria Isis Cardoso
3d700782d7818f2c1e0d7a9e9d75fc00,86170,sertanopolis,SP,Manuella da Costa
a3e9a2c700480d9bb01fba070ba80a0e,14940,ibitinga,SP,Bárbara Pimenta
c3f5668699a1b04c0fa61ecea1e2bff6,86808,apucarana,PR,Murilo Albuquerque
80f2cf9abf6b5a0e5c612b5eea6646e6,15046,sao jose do rio preto,SP,Heloísa Sampaio
516e7738bd8f735ac19a010ee5450d8d,22230,rio de janeiro,RJ,Sophie Porto
4fe2f67634d00c021aa01f96b6f2d68e,87035,maringa,PR,Ryan Machado
9f505651f4a6abe901a56cdc21508025,4102,sao paulo,SP,Kevin Borges
17adeba047385fb0c67d8e90b4296d21,7052,guarulhos,SP,Cauã Caldeira
7142540dd4c91e2237acb7e911c4eba2,16301,penapolis,SP,Agatha Sales
c04d70d515d15a7e3db3a73320598566,24020,niteroi,RJ,Sarah Cirino
a3a38f4affed601eb87a97788c949667,89204,joinville,SC,Anthony Gabriel Cavalcante
744dac408745240a2c2528fb1b6028f3,83408,colombo,PR,Vinicius Casa Grande
9b013e03b2ab786505a1d3b5c0756754,11450,vicente de carvalho,SP,Yasmin Fogaça
8b9d6eec4a7eb7d0f9d579ce0b38324d,26562,mesquita,RJ,Davi Jesus
38e679b9e0064cd94c6f035707344dae,86010,londrina,PR,Enzo Gabriel Vieira
5444b12c82f21c923f2639ebc722c1ea,2051,sao pauo,SP,Anna Liz Alves
83deb69e889cf80f82be1dc6d5f2d486,88056,florianopolis,SC,Bernardo da Cunha
54aa8463e87776b5612f4bdc4bd5d4de,30550,belo horizonte,MG,Jade Aragão
2e7ea2aafec5835e781b21d6d1faf1f1,2820,sao paulo,SP,Marcos Vinicius da Costa
79ebd9a61bac3eaf882805ed4ecfa12a,85802,cascavel,PR,Marcelo Mendes
1cbd50a8c52e6cf8e315c5709fab386f,83830,fazenda rio grande,PR,Enzo Gabriel Aragão
e503f22be6a4f456d9851920a5d9c670,4508,sao paulo,SP,Luísa Fernandes
88af55b4a7ca402b27df16f7c7c9b5d2,6775,taboao da serra,SP,Joana da Cunha
5f3ae9136c875522250f8184f253413a,1550,sao paulo,SP,Alana da Rosa
b026643914f651e8371425e5b8a1e780,22783,rio de janeiro,RJ,Sophia Gonçalves
26af45f5dfd967225a832838aa4e24a3,81070,curitiba,PR,Melina Moreira
9dd459b29a14bf89d47183cf2cd0e4c7,4716,sao paulo,SP,Maria Flor Nascimento
8e6d7754bc7e0f22c96d255ebda59eba,12233,sao jose dos campos,SP,Sara Andrade
e250d617a0ad591ba9bd663e584a895d,7084,guarulhos,SP,Maria Liz Aragão
92c8bc6e8f925792247656fed09aad65,3384,sao paulo,SP,Rafael Mendes
e53d5b9b29d1218281f4a907ada18626,85903,toledo,PR,Maria Eduarda da Mota
3ca08eeb8d5595949fed424bd3677742,82510,curitiba,PR,Milena da Mota
cbd996ad3c1b7dc71fd0e5f5df9087e2,15081,sao jose do rio preto,SP,Anthony Gabriel Vasconcelos
8daab2245ebdc277c51098d01c5ad8ef,8411,sao paulo,SP,Bianca Gomes
15b3b1b81484422eb41df68ac87f1f50,17047,bauru,SP,Isabelly Pinto
e067ad2c1c0b48758eb1b5228bcf7a68,11045,santos,SP,Antonella Rocha
f626e15b7314c267e4429010866f70e9,85960,marechal candido rondon,SP,Bento Borges
f1fd5ab1181f827ffad998c1a5de7d74,80010,curitiba,PR,Rafael Lopes
a7c88262832dfc683781d6a421edefae,8710,mogi das cruzes,SP,Theodoro Rodrigues
6b1c4d4d9ccf0be3d8544eb0e71e5318,91130,porto alegre,RS,Theodoro Rezende
4e85b538b0dad58852641540686d0e14,12238,sao jose dos campos,SP,Yago Fonseca
